,geolocation_id,geolocation_lat,geolocation_lng,city,state,id,customer_id
1056849,5455,-23.53689213711117,-46.71311138051819,SAO PAULO,SP,127214,569c1a1374856d156162de1421ad9f59
1056875,5404,-23.559967016100156,-46.67722842270184,SAO PAULO,SP,127219,728c8233f4259c2252c6c35692079286
1057463,5401,-23.55739051180099,-46.666407902995,SAO PAULO,SP,127241,2c5aa0da1dbbea77b743d83340ec4b4d
1057753,5446,-23.555053215650084,-46.70007390714994,SAO PAULO,SP,127242,2228a3a881e33aa73e7958a61332cc35
1057803,5437,-23.544238839886454,-46.693844660113534,SAO PAULO,SP,127251,4067ca2fbdff1cd37626acf984f56f4b
1057835,5407,-23.55516971681634,-46.677587386498686,SAO PAULO,SP,127265,541b8feff9af77de5253a26c7b2dd7b9
1058135,5420,-23.56863061143172,-46.68800590729417,SAO PAULO,SP,127269,d48a6843713e8c244485569deb121499
1058207,5439,-23.548994424086825,-46.68943299861501,SAO PAULO,SP,127284,bf77f570c34b1a6960353879d4ba4414
1058372,5403,-23.558513725146803,-46.66867985497065,SAO PAULO,SP,127313,3d9511a1f386dd62e326b7bee5b1066e
1058414,5462,-23.55655694261692,-46.70611501594888,SAO PAULO,SP,127327,f7336014fe3c048b2057b456ca3808e1
1058492,5454,-23.544101999999945,-46.710331999999966,SAO PAULO,SP,127345,3e7b2479252ab3087413e44eb3354263
1058582,5453,-23.5440169000808,-46.70861600652086,SAO PAULO,SP,127488,27825339ee68f66f6b35790ece4052fa
1058632,5440,-23.5464903075192,-46.69229742991519,SAO PAULO,SP,127494,11939d73fbc698c56a82e59a34e2bc77
1058752,5444,-23.55942118013154,-46.69470546878061,SAO PAULO,SP,127504,9d1ad1c80967c646f17783f8741c75e8
1058844,5463,-23.555979072998984,-46.709432423538566,SAO PAULO,SP,127567,b5754c1cf001e3e816ba20df67cd667a
1058892,5460,-23.54812439845289,-46.71369280353188,SAO PAULO,SP,127569,84246f284e7d0de50e53ac2abf96ca98
1058911,5447,-23.5473975,-46.69812900000001,SAO PAULO,SP,127691,cc3bdf6a182c405c2503f77648fafc2a
1058998,5464,-23.54955593311784,-46.715031449910505,SAO PAULO,SP,127798,5207b0ef4cd1e2df50d660995a6ca90d
1059022,5567,-23.59055298873849,-46.79112845695723,SAO PAULO,SP,131792,9ca3c3cb222efba635805f6fefc8961e
1059351,5572,-23.59688585429047,-46.79431020843671,SAO PAULO,SP,131793,10b157911f208e4c7a66b91bbc9c351d
1059764,5550,-23.57963153482605,-46.78179246058631,SAO PAULO,SP,131794,16826653dc051ac61430958fb64daf1b
1059780,5574,-23.59058228102083,-46.80236036310327,SAO PAULO,SP,131795,01268a9cd062a41dbaebe24bd8b07cbf
1060412,5577,-23.583555000000004,-46.77799049999999,SAO PAULO,SP,131796,f280548eca7d2b0ef9da3fc572df42ce
1062587,5549,-23.5978152850424,-46.76950914723872,SAO PAULO,SP,131797,2346308634084083a80df78332c411dc
1062939,5531,-23.579596636389063,-46.72093576368553,SAO PAULO,SP,131799,e65566ca7c20dc6d217ca2849f419836
1062969,5564,-23.587690600323224,-46.76379986747644,SAO PAULO,SP,131800,db14bb23cc4a6f37a93a9e29660eea29
1063075,5542,-23.58677108062952,-46.7489837393856,SAO PAULO,SP,131801,0b280cd2ad379473688c1be86b9056e7
1063663,5516,-23.58346066768886,-46.71710992072576,SAO PAULO,SP,131804,fb8d9638e7705015275c6ff9185a57c7
1063933,5527,-23.599359778336243,-46.751214070160025,SAO PAULO,SP,131806,ffe51ba924ffabbb6e1ec2c92e582851
1064149,5583,-23.58246586372554,-46.78823345282468,SAO PAULO,SP,131807,815521f5cf1f66880d30d192f5935a9d
1064584,5514,-23.578102782942764,-46.71391288837818,SAO PAULO,SP,131810,444bb369d4ab45ab9e65a78c4a2904dd
1064618,5545,-23.58503018235324,-46.76811552997861,SAO PAULO,SP,131811,ee3dd978021aef55ba8a583afd608049
1064686,5520,-23.59688063696695,-46.74000761824105,SAO PAULO,SP,131812,da9d48cb8449edad3619186b3dd0c180
1064901,5551,-23.58872637468981,-46.761684381066445,SAO PAULO,SP,131813,ea65ed9eccb0fbc782b22c52d38ec8cf
1065085,5586,-23.569667999999997,-46.72728099610486,SAO PAULO,SP,131814,855b3bf88a29a543905f5d4f10860f7d
1066647,5539,-23.57898282209016,-46.72990411864508,SAO PAULO,SP,131815,241f39fba4b7707ec98ec5c226d7a143
1067001,5508,-23.557510348093,-46.71974431708465,SAO PAULO,SP,131816,3061eb40f0271a2795e05c2a28f0d9db
1068357,5544,-23.59363985658718,-46.76698940644304,SAO PAULO,SP,131817,03239979fa7a96497a4524c1af699b47
1069027,5533,-23.58486957646144,-46.72851983611286,SAO PAULO,SP,131819,d12f2a65a5ccfa86a9ee99bc823dd026
1069099,5596,-23.581213700530878,-46.74534960006341,SAO PAULO,SP,131822,0bc6abbafdd2f89eb203507e7f1fc11d
1069667,5590,-23.57467050043269,-46.73328224562872,SAO PAULO,SP,131824,3469ebe2f9aa5e08f1a85ecf20b549e0
1070975,5502,-23.56008608167925,-46.71047525263197,SAO PAULO,SP,131827,98baaf70b26bcffb3afc2832343f350f
1071004,5587,-23.570940477667424,-46.73152324285876,SAO PAULO,SP,131830,2aa42c33faa0688068c11abd00378113
1071172,5521,-23.59057842687693,-46.73025262384717,SAO PAULO,SP,131837,48cabebc3016b12079f4d41904c645b3
1071199,5528,-23.59476336303305,-46.75579359256159,SAO PAULO,SP,131838,e3109970a3fe8021d5ff82c577ce5606
1072963,5541,-23.588181691095816,-46.74083315667377,SAO PAULO,SP,131840,bf06e66b68359a1b2b57f347bf4d6a47
1077715,5565,-23.59644437191985,-46.79121164599798,SAO PAULO,SP,131842,23e96758fd640560e9b1fbcda90abfc4
1078445,5588,-23.57370846517395,-46.737071816406,SAO PAULO,SP,131843,a6f70f3c902c49b84554a30505e9f539
1079885,5512,-23.57604854954123,-46.70754877782905,SAO PAULO,SP,131846,230000e13e6a4b51c5ffa72c79cf9dcd
1079945,5570,-23.604797426629368,-46.79999080910488,SAO PAULO,SP,131848,521a87ca8dc6b61ccc88f0ac1ce2ab00
1080746,5580,-23.573623473772287,-46.717553378296486,SAO PAULO,SP,131852,a5cd42f5d1eecbf955de47ff1245b5d6
1080792,5529,-23.593620614490145,-46.751742114634375,SAO PAULO,SP,131854,26998936d88eec76dd047cf0ff634fe5
1080930,5592,-23.57826825950718,-46.73747020552253,SAO PAULO,SP,131858,43f6b439df8e443370c109de1a302cd0
1081152,5547,-23.5915112828207,-46.768610032748576,SAO PAULO,SP,131861,c9b6c820eb45e89a822c0467eb468c74
1081952,5518,-23.5853717854938,-46.72678427084702,SAO PAULO,SP,131878,ce3d832b10ed3bab7c106b9a295e31fc
1082006,5591,-23.580017474897463,-46.73346263336026,SAO PAULO,SP,131879,a050cd2edce49d430222e6019fa50fd2
1082034,5585,-23.57140886436588,-46.7231344893269,SAO PAULO,SP,131881,cab4cad0f7657576558c907ad8e307fd
1082058,5584,-23.578618830140236,-46.790503354982974,SAO PAULO,SP,131883,cc39c95f4a46addd1f64da1ea88f95fb
1082092,5540,-23.57400655427309,-46.720930924779296,SAO PAULO,SP,131891,3910c33668214cdc86cbb373ef2d75b0
1082460,5576,-23.587340805153268,-46.79203581141435,SAO PAULO,SP,131894,f2bd5ae9eb801a97a18ab5a172c2034a
1082514,5535,-23.582197298920867,-46.73189179808415,SAO PAULO,SP,131897,ff63f83bb3b2dc9a2df626cefbddda8b
1082565,5519,-23.590964451843732,-46.73175016042469,SAO PAULO,SP,131902,479042bb5a72e8629f8e6dfcc512ba4f
1082582,5523,-23.592829588954924,-46.739791172918174,SAO PAULO,SP,131903,8a46409d77e905aa6359b32873fd2a1f
1082614,5594,-23.58345711073924,-46.73857008035658,SAO PAULO,SP,131904,c9449e3fd9b76b6495a0fdf2a49e4711
1083118,5595,-23.578088238760063,-46.74329144873517,SAO PAULO,SP,131906,3e05c1ad118dc0a4304a93b6b6012d5c
1083304,5509,-23.562216618096823,-46.7119814089676,SAO PAULO,SP,131908,5f82b6799f7f5bda22833caafe7e8cd2
1083460,5536,-23.590006910352585,-46.73789099999999,SAO PAULO,SP,131909,7e3ecd4f189f8cd2ad16297184816cfb
1083494,5582,-23.57131892775124,-46.72031084773733,SAO PAULO,SP,131936,e04a3d281699153ba8b1028ec74d0169
1083504,5571,-23.506988651437847,-46.3730807467396,SAO PAULO,SP,131955,a1e65f5f12d39fd6d16d0f74cf754dec
1083704,5543,-23.58704839355993,-46.75402490951587,SAO PAULO,SP,131958,9ece33b07f80053801f77aaf3ea3c87b
1083742,5581,-23.57324153263301,-46.72474234096028,SAO PAULO,SP,131961,cce67659e9d04865a064779206b7f545
1083754,5537,-23.587300467107177,-46.73678473951188,SAO PAULO,SP,131976,c0464fc43033013d56d9ea076ccf6065
1083934,5579,-23.57017137445925,-46.71274395743208,SAO PAULO,SP,131986,f7457bbcdd912ef2a847361418a2c67a
1084020,5593,-23.58221681793522,-46.73608281655024,SAO PAULO,SP,131998,051471ca58786b55a780eddd05465e89
1084124,5568,-23.59163977629982,-46.78520787163138,SAO PAULO,SP,132001,2eedcb04a74d694298ff6588c5520cce
1084399,5525,-23.604413427145243,-46.74862600833853,SAO PAULO,SP,132003,417c7df70d52762bbbf1907911c901cc
1084805,5515,-23.57945781043339,-46.71400648196659,SAO PAULO,SP,132006,7c0916e6c811c2a6916d2ed0a2f1bf49
1084829,5546,-23.585502887773785,-46.76862598648292,SAO PAULO,SP,132009,6a62a87141a2d2f37d565bab22fda161
1085069,5511,-23.577479401898472,-46.70843940550515,SAO PAULO,SP,132070,65e5225058cf3dbaca1cdffb7c575dc1
1085091,5560,-23.58950069969416,-46.780201849702834,SAO PAULO,SP,132072,8bbf21f65f542300bbf3ef6012820922
1085104,5524,-23.59822320542173,-46.7442291481461,SAO PAULO,SP,132087,676d6d9a4865e261e3df7dc505e3383b
1085174,5510,-23.570780353597986,-46.70900620814825,SAO PAULO,SP,132092,357ea86137051c554e5a5f673ad8e14a
1085201,5569,-23.59961175437128,-46.791615709129225,SAO PAULO,SP,132127,1d3dbe6581f7349da12dcf287edf231c
1085243,5503,-23.569583732175893,-46.713404811854645,SAO PAULO,SP,132132,1396bd8f880391136e575e2176f68157
1085288,5501,-23.570563118857315,-46.70599888994074,SAO PAULO,SP,132154,eab2880591a21d4581a807d98d67f489
1085432,5589,-23.576941938109503,-46.73865149376758,SAO PAULO,SP,132261,97be631d09715d48d5fdc90d8bdc8d9f
1085452,5573,-23.585263747250234,-46.74059246298307,SAO PAULO,SP,132432,90830dbb673d83c46f791a44b9a0c838
1085486,5522,-23.592277183738226,-46.73651818526743,SAO PAULO,SP,132581,5597e2823e3f5d316e5cb6b85f780ef7
1085500,5505,-23.56544284041201,-46.70931092922272,SAO PAULO,SP,132721,f1a302b1bf40fa1112e7cc6341de9368
1085519,5538,-23.58850449640871,-46.73786979587248,SAO PAULO,SP,133420,3f7029d9b98a47370cd5f3a97adcbccd
1085526,5692,-23.62047776741303,-46.70489431888749,SAO PAULO,SP,135518,24a982bba67ae6828be5c20e4b24dbf7
1085538,5641,-23.61998302859364,-46.7373371441803,SAO PAULO,SP,135519,e6b790c480ba073afae50cd81e66c2f9
1087858,5618,-23.59056041548848,-46.7238383798257,SAO PAULO,SP,135521,d20bc6c62112b142b4644ae1420c97aa
1088143,5617,-23.59021834107512,-46.71979531644974,SAO PAULO,SP,135522,97ac197efaaa8d142ed342ebe6a27365
1088773,5630,-23.612802338882805,-46.73931060061168,SAO PAULO,SP,135523,39ea5fecfa8dd33f8dc7abb45fb29d82
1089741,5628,-23.60207000138498,-46.73361059394657,SAO PAULO,SP,135524,a3c9df311c6c863a480fadd5c078c56b
1090085,5657,-23.616370204830044,-46.71383076242137,SAO PAULO,SP,135525,44ecc84cbb68a3b1cd5015298222b71a
1090253,5640,-23.62705347737897,-46.73637582569683,SAO PAULO,SP,135529,a51ebdfce7cdd6930370083085f240c6
1091419,5659,-23.611209653067107,-46.72386238343238,SAO PAULO,SP,135530,167510ce303457c530c3766d431b9e35
1091655,5625,-23.591119945322877,-46.72995539425242,SAO PAULO,SP,135532,2db1214d4615da67d9b35f7084542bdf
1093111,5690,-23.616055676928895,-46.70422184831788,SAO PAULO,SP,135536,e557c28ccd3c3442c255d8f05d8b2b4b
1093140,5642,-23.623916838161666,-46.73498586969815,SAO PAULO,SP,135537,dc14b28f0cd12423fbc1c9b77592cd44
1094076,5688,-23.60666796364473,-46.70928249512391,SAO PAULO,SP,135538,a55ff18e4390604bedf99daa85a288cc
1094466,5633,-23.59958030169083,-46.74046628296493,SAO PAULO,SP,135539,d0bb01793503cda781a4a5fb7c8aeea8
1095226,5614,-23.59777282070517,-46.710443383432384,SAO PAULO,SP,135541,2a55f5f7dd2da40cfae2c503aa7626a9
1095260,5655,-23.60806732113787,-46.718701429078486,SAO PAULO,SP,135542,656ab3f2a983a8f929dac5a5c00a9edb
1095285,5683,-23.60610210574757,-46.7083044806972,SAO PAULO,SP,135543,b64b895a846f1bc23c1d74ddd9947bd3
1095308,5639,-23.60836798972821,-46.74256897238731,SAO PAULO,SP,135549,ed9da2d95422298564f9b69b0ca6224c
1096082,5662,-23.61064963113856,-46.72621973397196,SAO PAULO,SP,135553,a1a0692a3acbcfe9ec59eb2510936414
1096162,5634,-23.608349214265107,-46.73536441534424,SAO PAULO,SP,135556,bfe61f867018463e12adfcefcfd52652
1097865,5638,-23.60919423980033,-46.73799176019966,SAO PAULO,SP,135560,c5c32cfb1971f9cb50b5f7a06e6d09ce
1098021,5687,-23.608949227595318,-46.708805158203,SAO PAULO,SP,135561,d4673d428a33789705f5a5435273f6de
1098489,5609,-23.581488112890288,-46.70849486306929,SAO PAULO,SP,135562,d0cc420e8f6516d5fda6490ce1358c56
1098501,5616,-23.586849156818023,-46.72105709132084,SAO PAULO,SP,135563,b37c31e2ae4a6cec098a2e0f5ffa71ad
1099892,5606,-23.580136739556888,-46.705851370902906,SAO PAULO,SP,135566,50bcce86319ecdf2df1edeae7272a38e
1099902,5679,-23.604323951151244,-46.70316316861901,SAO PAULO,SP,135568,6fc7836276b8f6772133106f0d3bbe55
1100460,5665,-23.620065111486976,-46.72171512353275,SAO PAULO,SP,135569,bf4f36435b3455724b722f62bfd07991
1101260,5619,-23.59238763558197,-46.72709256119799,SAO PAULO,SP,135570,44ad33d49b814b211776dc5002fbc561
1101275,5661,-23.60546929858597,-46.727104177147545,SAO PAULO,SP,135572,d52487b960f7df5994f82f0a5de2fd06
1101675,5621,-23.599606714409337,-46.72349637578634,SAO PAULO,SP,135579,7b92d2af2f3ce0611b68dfbc5db7870f
1101711,5663,-23.61480283970115,-46.72500444268959,SAO PAULO,SP,135581,372c809b0a64a795234e537135754dc6
1102391,5613,-23.592711750764604,-46.71157660283338,SAO PAULO,SP,135582,1f861ae5826135b3fdedebc29fed1fb0
1102436,5685,-23.60563196863639,-46.70719802928612,SAO PAULO,SP,135585,b3089a062b28ec2e5acb0e545c078ed5
1102489,5676,-23.60138402109182,-46.69773755190717,SAO PAULO,SP,135596,248707f9a94a18492fcd8bd5496b67ae
1102507,5658,-23.604142379681463,-46.72178356134224,SAO PAULO,SP,135598,c56d35b9a9d16dbacf20923026c3a06a
1102576,5622,-23.60455308964741,-46.72609100389514,SAO PAULO,SP,135610,7fc45d4d0cd51ddc60a2fa60545d3fe5
1102696,5686,-23.61757125930447,-46.702606644078834,SAO PAULO,SP,135614,38d161baf388ee7ea0a737483359f8b8
1102866,5664,-23.618132672313376,-46.72177930549046,SAO PAULO,SP,135617,64ebc89fe827e44bf4c57f7e22676e12
1102940,5615,-23.590248864071462,-46.715306041257165,SAO PAULO,SP,135620,cacb81c4dc25b485bb02073b02d40313
1103222,5684,-23.606085782107137,-46.70428514925532,SAO PAULO,SP,135626,6b6250301e22444b703a4d0c5c9c099c
1104192,5675,-23.59843345628714,-46.70202363820769,SAO PAULO,SP,135649,d307fb8968cc26ea1d0b127c2ede2650
1104203,5635,-23.60249061692268,-46.73494686961094,SAO PAULO,SP,135662,e3e9f4e9f627f0be4418ae5334bcc0c2
1104223,5632,-23.5974473389742,-46.73788482965112,SAO PAULO,SP,135674,3e908e835fed1043fef69ddc2b455454
1104547,5612,-23.59296483014024,-46.708553808759945,SAO PAULO,SP,135682,0295853908b4ba8c84a8e8b550eef3a1
1104607,5627,-23.594741497085806,-46.73237259103238,SAO PAULO,SP,135694,ccd94a43aabce2b984aa4945839059c2
1104620,5624,-23.597231814876796,-46.72896979961336,SAO PAULO,SP,135697,59b2f4f1611eb365ba738a5747caf5a6
1104970,5678,-23.59750476890589,-46.70475611001847,SAO PAULO,SP,135704,1ddcc619647ca008fdc24f8302c8573f
1104989,5626,-23.594595674158928,-46.735441522621045,SAO PAULO,SP,135748,61260c512475ab1d7519b332199e8c1d
1105041,5623,-23.59636116180968,-46.72563467638062,SAO PAULO,SP,135761,72a8edc8e8a114c2ac359da8623154d3
1105161,5629,-23.60319871106246,-46.73059743228114,SAO PAULO,SP,135765,5a8bcefa560e13f342a71b62bf94ac17
1105245,5653,-23.601163117404337,-46.71666863849615,SAO PAULO,SP,135779,1a00c0fbcc12796d898b5b4a368ea94a
1105503,5652,-23.59929133142825,-46.71701511427991,SAO PAULO,SP,135820,4a17798a547f3b8f2083ccbf758fb53d
1105517,5656,-23.611716293640733,-46.71837571510184,SAO PAULO,SP,135868,e85024e93f9187f32e5e15d902a52021
1105541,5673,-23.588579923394327,-46.69830999610485,SAO PAULO,SP,136000,0634cc5ac85b1f3049dbe5ef6f30b008
1105547,5611,-23.585546904841717,-46.71315652430382,SAO PAULO,SP,136085,aec43290803fc74ac83844dd7d6005e6
1105557,5601,-23.577803895089144,-46.70280207602874,SAO PAULO,SP,136198,5f094bc01990b97538d746f0cee0e7b7
1105579,5650,-23.532815965029712,-46.705201805441725,SAO PAULO,SP,136410,10bb14670e48f06473415ea7433f7143
1105601,5783,-23.644685514570952,-46.76780445920133,SAO PAULO,SP,138586,671186c545524a3f09fc6960c23bf20f
1106825,5761,-23.63460336663973,-46.76865204717532,SAO PAULO,SP,138587,62e016618dc55343014a69634e2248d9
1107581,5778,-23.64054058006812,-46.75217512101102,SAO PAULO,SP,138588,743f8a089b90659ceca3d124851fec56
1108457,5726,-23.624782532892816,-46.7403537732414,SAO PAULO,SP,138591,6b09c9068f0143baa594184b79cfc99f
1111231,5735,-23.626261393559933,-46.75142152553522,SAO PAULO,SP,138592,9801a1119c91032c99a15a846d4f5aa0
1111531,5794,-23.641839534826047,-46.7689405649489,SAO PAULO,SP,138593,59b7bf209533f09866b42a6ea7076666
1112065,5724,-23.63073693828196,-46.73651846084102,SAO PAULO,SP,138594,563c9edb84368a0b4549c5fe109ea12b
1114522,5758,-23.63034221648905,-46.76340286711479,SAO PAULO,SP,138595,64be2340e952f10ca10afdc59a83d754
1114697,5765,-23.630345417425414,-46.75497560051969,SAO PAULO,SP,138596,0763c0d40237127124928fd4bfbcb690
1114733,5785,-23.62183552039933,-46.76420516111718,SAO PAULO,SP,138598,5c7f8d14a0a12198d1d07167d7d343b3
1114789,5777,-23.64848693357811,-46.75818167444609,SAO PAULO,SP,138603,3effc3bb383adcc73f87325741458c05
1115649,5717,-23.63556170468581,-46.73325836124404,SAO PAULO,SP,138605,fb1b98818522e9988313fb3e53ace07d
1117149,5756,-23.624298054632632,-46.759920841968245,SAO PAULO,SP,138606,6c39ef98910795402cb3b375983b147d
1119524,5759,-23.629928113512143,-46.76822668944287,SAO PAULO,SP,138607,f948127c1046ac5b25e3a009988c2b6a
1119548,5728,-23.63280320739602,-46.739237617304966,SAO PAULO,SP,138608,9849e664a01a9e99e07fb42f32a2fccf
1119738,5734,-23.62772076127509,-46.74677188164389,SAO PAULO,SP,138610,c39bbcffc6e2a782a4ad8ab65c6f2f96
1124337,5736,-23.634612720925688,-46.74535251697112,SAO PAULO,SP,138614,4df514524572b4fd9472128050c9aa7a
1124493,5773,-23.6322501723814,-46.75266983686787,SAO PAULO,SP,138617,f2bd2cabe7df5eb5e8330b464942277d
1125033,5750,-23.615668163194663,-46.74667825812221,SAO PAULO,SP,138618,0a294f6feee3dca1eea543e55cd74919
1125614,5767,-23.62937952289093,-46.759941948343815,SAO PAULO,SP,138623,350d6ffdf52cf7076a9f3d8331c42927
1126560,5796,-23.65011090146578,-46.77797782791854,SAO PAULO,SP,138624,e5bc9f8faba8738132bffaeb1a998ff4
1126716,5792,-23.64005026311385,-46.77842218067981,SAO PAULO,SP,138626,1914576a74b2122c63a456293cf7e52c
1127016,5757,-23.622520976686477,-46.76073299999999,SAO PAULO,SP,138629,091be8027f7e81f7982d213f813063e5
1127231,5793,-23.63927121218814,-46.77614997992145,SAO PAULO,SP,138630,adbdaeaf581e9e6d48ca326a68db972b
1127254,5715,-23.62941256702638,-46.73255008618496,SAO PAULO,SP,138631,392ce97e67ef1251a2edd3b9f6aa4c32
1127544,5709,-23.6189692262171,-46.7407723878376,SAO PAULO,SP,138632,2b103a43381968b2d869df1c7da16dde
1128030,5782,-23.653755094090805,-46.76770366250216,SAO PAULO,SP,138635,ec862d3ecc84eb50ec17e5c261d55088
1137764,5787,-23.61730114552545,-46.75773107172503,SAO PAULO,SP,138641,cb2af73ae8790acc67766c8121b349bf
1139048,5752,-23.61873040773737,-46.75077995539718,SAO PAULO,SP,138642,4dd66b17e6ebfe130ef40705bb44a1c2
1139744,5707,-23.64358026840783,-46.73208462230973,SAO PAULO,SP,138647,e348da1d14e23c916f2515e3921e4501
1140272,5790,-23.63932372522937,-46.78276059922671,SAO PAULO,SP,138648,180b596cd1cad920ac7b0013be409dbd
1140816,5754,-23.61935913765944,-46.75424524187779,SAO PAULO,SP,138652,0c56a50d2954cbb894d48187542472fd
1142406,5711,-23.611497852617035,-46.74395092907849,SAO PAULO,SP,138653,c2cf9273cab08608ee3a10e38663d514
1143478,5704,-23.62882679156327,-46.71923267485142,SAO PAULO,SP,138656,eabebad39a88bb6f5b52376faec28612
1143790,5716,-23.632319957479847,-46.73365392913309,SAO PAULO,SP,138663,9d9087fa1778208535484ce5ecf69f70
1145110,5784,-23.61897561587513,-46.761405322926855,SAO PAULO,SP,138669,f5b95afe13a02072a08a98ec842ce6c9
1145488,5791,-23.64976236303304,-46.782368874545575,SAO PAULO,SP,138677,a5fffbfacb602fddf7d992fa9cb5744e
1147243,5797,-23.657046684430707,-46.77487448320736,SAO PAULO,SP,138681,778765c3508c03c80697308b8ba5aa3c
1147875,5749,-23.62113416985977,-46.74593826755724,SAO PAULO,SP,138684,1961a41144dc48610f2e2da84b0507fe
1147912,5781,-23.653133822090147,-46.76031588842404,SAO PAULO,SP,138687,8e85b6f2c0f14714b7a1cafaf9c4eed3
1147970,5776,-23.63513850513589,-46.74873850943505,SAO PAULO,SP,138695,0543a4072ee6393ab6b0c48639a0499b
1148068,5705,-23.62607856480468,-46.72252979669914,SAO PAULO,SP,138699,1d8d049d2320a51520300f4b41dae8f8
1149048,5712,-23.621218014623533,-46.730938112555634,SAO PAULO,SP,138711,0a1320235af1a4ef421c222c1ef4bdd9
1149418,5788,-23.633982471002327,-46.77712236663973,SAO PAULO,SP,138727,566725ddad946bd0c0934125dc3126bd
1149450,5775,-23.63536464723873,-46.756094207600015,SAO PAULO,SP,138730,173670e79fa6edd507aee6d9d17e1be4
1149597,5774,-23.63104970774424,-46.75049532722605,SAO PAULO,SP,138732,a6d2e55e57d8cc9cea5329db4a39b10f
1149753,5763,-23.64312615968721,-46.756358112967696,SAO PAULO,SP,138738,7f14bd89c2b0d2a13ed50a39028fbb06
1151373,5780,-23.64789179932489,-46.75019352276526,SAO PAULO,SP,138744,f4f14993dd2f44144049d9612c88bd9f
1151502,5760,-23.63275291840267,-46.7664793477696,SAO PAULO,SP,138745,d0fca61c3a051f84c79b426f3e4db3d5
1151532,5727,-23.62793539301167,-46.74009382529281,SAO PAULO,SP,138748,a3b0fda37bae14cf754877bed475e80c
1154932,5795,-23.647126672773947,-46.77838211463436,SAO PAULO,SP,138754,2e9d4643a1ebc489399808480f59370e
1155022,5713,-23.624471713572618,-46.73236369025909,SAO PAULO,SP,138760,2938121a40a20953c43caa8c98787fcb
1157542,5706,-23.63354212101101,-46.7242709089676,SAO PAULO,SP,138765,4e3a88c13c2cbbeef7ed8a4876ca3289
1157638,5730,-23.633964565641403,-46.74107526602805,SAO PAULO,SP,138766,1a87ac7d56c7f9d337a271a7c157184c
1157728,5798,-23.65935571412088,-46.76962645115125,SAO PAULO,SP,138785,bc1e1a14cb213374020b2be96ecaa39c
1157948,5789,-23.656650160424697,-46.77635938288413,SAO PAULO,SP,138792,8f203ddc3edd825c2615de33ff9c11a3
1158036,5725,-23.624707452680465,-46.734780494171616,SAO PAULO,SP,138829,cb18367e32c4f264ce4e1a23db543dbf
1158069,5723,-23.64118724923539,-46.7311988716314,SAO PAULO,SP,138836,ceff51defd5a15d65f1ff842ae18e33d
1158179,5729,-23.63670719816495,-46.73809456287144,SAO PAULO,SP,138845,70aea4d4d3272d80dae93bb0b54dbe29
1158891,5772,-23.63772854593455,-46.75823555759132,SAO PAULO,SP,138866,e19274edf7a9c51689822810be84c9e9
1158959,5762,-23.642055128786254,-46.76451918240224,SAO PAULO,SP,138892,ad2dd8c90eb7db839a1baa477318982d
1159017,5731,-23.63933091257429,-46.74136005926474,SAO PAULO,SP,138896,797d1e3741fdfda577a9b02cab82cdbc
1159089,5786,-23.637234530671115,-46.77379776242137,SAO PAULO,SP,138921,10ae67f3aa1b1fb6b0572e882ed132e5
1159395,5741,-23.611400172629725,-46.74745082806276,SAO PAULO,SP,139045,54b09520cfa9b25154c878438bbd3258
1159482,5766,-23.630734792111525,-46.75447497169482,SAO PAULO,SP,139083,a192468dc4a03af2d3c89093c26283f1
1159544,5755,-23.61886828642737,-46.75733442117264,SAO PAULO,SP,139504,a0b184c9535877db1263c4bba263d6f5
1159560,5745,-23.61484848232039,-46.75224765726245,SAO PAULO,SP,140032,6a2ac3a6295ccf1a8f48104cddc61af3
1159563,5710,-23.608188,-46.74558149999999,SAO PAULO,SP,140381,33d6f0d10a699550c63aad5df44372b2
1159572,5857,-23.65656157967509,-46.77925716266672,SAO PAULO,SP,143585,405b6c3474b2c5ab177ffcc798fdb6e6
1161048,5820,-23.66788559645675,-46.74222196488547,SAO PAULO,SP,143586,dec1e10eaf73737ecbfa17a08db8b1d7
1161368,5821,-23.666423029141896,-46.75327763128279,SAO PAULO,SP,143587,06bb4664cc9f34e9b19b75cefeefbc73
1161663,5893,-23.658173099178697,-46.79023746675085,SAO PAULO,SP,143588,794c653990d6308974884f5fe235a9a7
1161822,5819,-23.66429284762538,-46.73636514418031,SAO PAULO,SP,143590,71c9eb6d4ab7aa0f41ddc13c81ca0b02
1162128,5878,-23.690357821541895,-46.787174842633725,SAO PAULO,SP,143591,7128153a5176fa37b2c282b24cea3119
1162323,5801,-23.64640934471119,-46.734035752149566,SAO PAULO,SP,143593,7a4a08b797dd851e6f8faccd4f66c76c
1162422,5815,-23.66038744517864,-46.73521357245073,SAO PAULO,SP,143594,fed1995ba59ffb4d7ba82c1cdb39eb31
1162828,5882,-23.683086209273448,-46.78696567415893,SAO PAULO,SP,143595,9d9fc80cdedb63de913387b502bee19b
1163818,5847,-23.653066023313517,-46.74602714141034,SAO PAULO,SP,143597,0b1353eb976bcec7ee3c4a354954e055
1164994,5835,-23.65313653566277,-46.75922277560735,SAO PAULO,SP,143598,bfcde53e4fc9b102273906be1a94f9fd
1168258,5851,-23.664030171244736,-46.75469776617227,SAO PAULO,SP,143599,2812716875f56d7c667d9a82f4b77d72
1168387,5833,-23.67089250180615,-46.76035586712516,SAO PAULO,SP,143600,ae0dbfbdb1e077e84389ab5bbeadb178
